ㄹㅇ 날씨 알려주는 돌,,TRUE
문재인요,,TRUE
와 분기 애니 볼거 진짜 없다,,TRUE
이번 분기에 보던 애니들 다 끝났네,,TRUE
온몸으로 게임한대 아,,TRUE
진짜 한남 아니냐,혐오,TRUE
아 개열받네 진짜 역하다 한남민국,혐오,TRUE
왕남 왕피스 공통점둘다틀딱임검색하면 게시물 다 유물임,혐오,TRUE
오랜만에 써보는 해시,,TRUE
지지하지 않는다,,TRUE
그쵸 꿉꿉한 날씨 제노로 힐링하세요,,TRUE
근데 왜이리 문재인을 좋아하는거임,,TRUE
애니 완결낫나보당,,TRUE
내일일날씨내일 전국 비,,TRUE
책은 히로아카 스메시 에요,,TRUE
호텔에있네,,TRUE
스우파 ㅋ,,TRUE
아 오늘 스우파데이임 샹 ㅋㅋ개좋아,,TRUE
시켜줘 명예한남,혐오,TRUE
애니도 일맥상통,,TRUE
와 애니,,TRUE
오늘 날씨 너무 꾸리꾸리해,,TRUE
하아 힘들어 이벤트중인 게임만 개임,,TRUE
그날씨에나는지금밖에,,TRUE
게임을 지웠다가 깔아봐,,TRUE
아시발힘들어 하애니하지마세,공격적인,TRUE
구독자,,TRUE
헐 애니보구 와야지 오늘 막방이여,,TRUE
하이건어짜피애니이고기,,TRUE
저  책 왔어요,,TRUE
같이 스우파봐야지ㅜㅜ,,TRUE
괜찮은 취미생활 없나요,,TRUE
북괴 김여정의 노예 문재인,공격적인,TRUE
야근데집착이취미가너보다나이많냐,,TRUE
나 스우파 보는데 캉다니ㅣ제발 닥쳐,공격적인,TRUE
내 안의 한남을 주겨,혐오,TRUE
한남 죽이는 생각,혐오,TRUE
티비말고 온라인에서 스우파 어케보나용,,TRUE
도서관 책 들으러 갈거야 우우,,TRUE
정주행할만한 애니 추천해주실분,,TRUE
노동요로 애니 플리 돌릴게요,,TRUE
잊프들 노엘보고 새벽 잊시에 만납시다,,TRUE
모나가 틀딱취급 받으면 나도 틀딱이니,혐오,TRUE
런닝맨애니,,TRUE
전염병책짱,,TRUE
애니할게ㅋ애니해서아르민이랑사귈꺼임,,TRUE
노예는아니고그냥한남,혐오,TRUE
갑자기 현타온다 게임이나 해야지,,TRUE
애니 추천해줄 사람,,TRUE
내 취미  이준혁 보기,,TRUE
펨섭,,TRUE
물주는게임이잖아요,,TRUE
와 넷플 롤애니나온데요,,TRUE
최강두코인 모아서 한남더힐살거임,,TRUE
당신이 갈 대학문재인님은 공주대,,TRUE
옛날만화모음 바로가기  여성향애니모음,,TRUE
어나완존한남이잖아나완전 걍약약강이잔니,혐오,TRUE
사회랑 한국사 책 피고 있어,,TRUE
나만 스우파  오징어게임 다 안보냐고,,TRUE
회사 사람들도 다 스우파 보네 헤헤,,TRUE
스우파 헤ㅇㅣㅁㅏ 마 같대요 미쳣 ㅏ,,TRUE
그래서 좌파가 집권,,TRUE
아 오늘 날씨 넘더웡,,TRUE
헐ㅅㅂ오늘스우파하는날,,TRUE
한남민국,혐오,TRUE
우린 저기서 책 다시 주우는일 없게,,TRUE
우정,,TRUE
애니 일 하면 애니 볼 시간 없습니다,,TRUE
밤새게임 안된다빨리 잠이나자라,,TRUE
그냥 왼쪽이 문재인듯,,FALSE
유나 스우파 헤이마마 춰주세요엄마소원,,TRUE
난 직감했어 이건 되는 게임이야,,TRUE
날씨가 이러니까 딸기라떼 따뜻한걸로,,TRUE
날이 차다 날씨 조심해라,,TRUE
게임하다가빨리 쉴려고 왜앵,,TRUE
스포츠물말고 애니 추천해주실분,,TRUE
ㅠㅠ게임을 잘 안해서 몰라여ㅠ,,TRUE
사일런트크라이 애니로 적극추전합니다,,TRUE
뭐임 둘리인가 쟤 앱뒤인가 한남인가,혐오,TRUE
ㅇㅇㅋㅋ 말투봐 중고딩한남예상,혐오,TRUE
문재인보유국,,TRUE
오징어 게임 ㅇㅅㅁ 뜻이 이생망이라고,,TRUE
릐즤 오슷 듣기 딱 좋은 날씨로군,,TRUE
오늘 날씨가 흐릿허내,,TRUE
원신 애니나온대,,TRUE
우리 한문쌤도 즐겨보느 스우파,,TRUE
ㅠㅠ왜나도한남같아보일ㄹ래,혐오,TRUE
아는한남 아무래도 지혜 부를것 같지,혐오,TRUE
날씨처럼 슬픈날이네,,TRUE
게임할 기력이 없다당연함 출장옴,,TRUE
스우파재밌어서 유튜브클립 마구 봐,,TRUE
날씨 좋으니까 악집이나 듣자,,TRUE
유충이지 한남,혐오,TRUE
날씨가 구리구리,,TRUE
애니나 보자,,TRUE
완도휴게소,,TRUE
별안간 앙애니보고벅차오르는여성,,TRUE
온가족이명절특선스우파특별방송기다리는중,,TRUE
한남같아서개짜증남 내모습니,혐오,TRUE
바라카몬 내 인생애니임,,TRUE
추미애 책을 읽네,,TRUE
아싸 오늘 스우파 하는날,,TRUE
사르애니주인공이름같음,,TRUE
볌신들ㅠ민주당이 바보냐바보면 받겠지,공격적인,TRUE
아 이 분 애니 짱 좋아해,,TRUE
아진짜오늘왜스우파안하냐고그냥하지,,TRUE
민주당 진짜 미친것 같아,공격적인,TRUE
별거 아니던걸 뭐 네 방이네 책 신발,,TRUE
아ㅠㅠㅠ 우리엄마 스우파보고 움ㅠㅠㅠ,,TRUE
규오빠야 게임이야 나야 ㅠㅠ,,TRUE
노엘이좋으면 사는게좋겟죠,,TRUE
노엘나도 지금 그 생각 중이었어,,TRUE
시부터 빡공하고 스우파 보고 잘렵니다,,TRUE
한남 유충 씹새끼들,혐오,TRUE
미국애니 보면서 미국 욕 많이 익힘,,TRUE
오늘 위영 날씨네,,TRUE
애니 기가 빨리 와줫음 해,,TRUE
그래 한남과 좋은시간,혐오,TRUE
물론 애니,,TRUE
쟤네가 나보다 스우파 많이본듯,,TRUE
애니보는거존나귀찮음시팔,공격적인,TRUE
애니  파파이  애니파이 꿋꿋,,TRUE
가하님도 스우파 보는군요 부럽다,,TRUE
트위터는 취미지 일상이 아니야,,TRUE
잇츠빈어와일베이비걸 아는사람,,TRUE
하루종일 우중충 날씨 극혐,,TRUE
오늘 날씨랑 딱이야 아주,,TRUE
문재인 근황  주식,,TRUE
의문의 애니프사,,TRUE
경비아저씨 스우파 보고계시네,,TRUE
아니 애니 미나미 정말정말정말,,TRUE
오징어게임 재밌네,,TRUE
나 스우파 봐,,TRUE
악 오늘 스우파 하는날,,TRUE
똥 망한 게임이였는데,,TRUE
네 책이 완성되길 바래,,TRUE
민주당  은 수박 이상민 출당 시켜라,,TRUE
즐거운일요일,,TRUE
내년엔 책 ㅈㄴ읽어야지 어휘력 상승,,TRUE
넷플에 그오 방애니 나왔네,,TRUE
생각해보니 홍천기랑 스우파 겹친다,,TRUE
ㄹㅇ 한남냄새 존나 나노,혐오,TRUE
포애니 유일한 쌍방 그린라이트 뭔들,,TRUE
민주당 씨댕아 걍 받아ㅋㅋ,공격적인,TRUE
나 스벅가서 책읽고싶어,,TRUE
안그래도 나벌써 문재인손녀딸인데,,TRUE
출장전용 바로상담,,TRUE
미친 패왕의길 게임이라 할 생각이었던,,TRUE
스우파 재미써,,TRUE
게임 광고 같다,,TRUE
애니인지오슷이 있는지물어봐줘,,TRUE
아아애니팀 검열할생각 업지,,TRUE
책 다삿었고 일판도 산기억이,,TRUE
날씨 개실어 흑흑,,TRUE
스우파 저는 라치카 사랑합니다,,TRUE
언니 책 양장본 대체 배달 언제,,TRUE
분동안 오줌싸는거 묘사해주는 애니,,TRUE
얻어먹고 책 받을 날 정하셈,,TRUE
얘들아어카냐앙애니존나재밌다,,TRUE
도태한남만 그런 소리 하는게 포인트,혐오,TRUE
뭣보다,,TRUE
우린 날씨만 대게 어둡고 나중에올듯,,TRUE
애니추천좀요,,TRUE
온더테이블,,TRUE
진짜 좃같네 한남 멸망 기원,혐오,TRUE
좀만 쉬다 스우파 봐야지,,TRUE
그런 책을 읽으면서 꼰대같은발언하기,혐오,TRUE
내일 스우파 위드,,TRUE
경험,,TRUE
이제 노게임바래야 하나,,TRUE
박근혜보다 심한 것 같아요,공격적인,TRUE
금골 한남더힐 구매해줘,,TRUE
복면가왕에 문재인 나왓음 조켓다 ㅎㅎ,,TRUE
혹시 모브씹덕파오후한남이 금니님임,혐오,TRUE
국힘당보다못한 민주국개들,공격적인,TRUE
성인놀이터,사회적 문란,TRUE
반성하고 책 읽습니다 ㅜㅜ,,TRUE
오징어 게임,,TRUE
우파우파,,TRUE
프로세카 미니 애니,,TRUE
몸매,,TRUE
헷 내 취미생활,,TRUE
애니만화 오늘자 픽시브 위위위,,TRUE
한남죽어한남죽어한남죽어한남죽어한남죽어,혐오,TRUE
뭔애니야,,TRUE
보고 있던 책을 탁 소리나게 덮는다,,TRUE
음악스타그램,,TRUE
스우파 시작햇니,,TRUE
국짐당 지지자여 정신 좀 차리소서,,TRUE
스우파 하는날,,TRUE
찐 이명박근혜 아바타,공격적인,TRUE
카이지 걍 만화책살까애니 좀 지루함, ,TRUE
미친거애니야ㅠ,,TRUE
역시 페미년은,혐오,TRUE
문재인 안녕,,TRUE
오란애니는전설이다, ,TRUE
책 내 말아,,TRUE
학교갑니다날씨가우중충,,TRUE
스우파보고 계속자고 그러느라 ㅎㅎ,,TRUE
나 점 맞아서 한남더힐 못가져가,,TRUE
이게아이돌애니냐 세상 스릴러다죽었냐,,TRUE
흑흑 뉴비 게임하기 무서워요 흑흑,,TRUE
그럼게임하자,,TRUE
팩트 이제 신세대라는 단어도 틀딱이다,혐오,TRUE
다 때려 죽이고 국민을 사상교육해서,공격적인,TRUE
어떤 한남 집에서 열창하네,혐오,TRUE
시 분부터 스우파 봐야지,,TRUE
그래서 애니로채운다,,TRUE
날씨 참 건조하다,,TRUE
아빠의 힘,,TRUE
하 오빠 게임디코소리 죽이고싶단 소리,공격적인,TRUE
취미로 하면 뭐든 재밌지 않을까요,,TRUE
천관애니 화랑 화 힘 빡준거 최고야,,TRUE
군포노래방,,TRUE
한남 ㅅㅂㅋㅋ,혐오,TRUE
겟잇뷰티랑 스우파보면 되는건강,,TRUE
동방이 느그 집 안방이냐 소리치는 틀딱선배이고 싶음,혐오,TRUE
스우파ㅏㅏㅏㅏㅏㅏㅏ,,TRUE
와 저 한남더힐 사주세여,,TRUE
오편봐책봐영화봐드라마봐,,TRUE
평택포승지구,,TRUE
내 첫 애니 진격거,,TRUE
책책책 책을 읽읍시다,,TRUE
헐 애니기에서 망무 결혼해요,,TRUE
헐미친실화가 오늘 스우파,,TRUE
낮잠 자기 딱 좋은 날씨 아니냐 지금,,TRUE
저 게임하고오께요트친소 많관부,,TRUE
앙애니 화랑 화 보고 우는 여자 어때,,TRUE
네 다음 한남,혐오,TRUE
축구,,TRUE
내가본것은 소음신경 안쓰고 합니다,,TRUE
오마이갓 내손에 한남더힐들어옴,,TRUE
스우파봐야지 하하,,TRUE
스우파 예고편 보고왓는데 개빡치네ㅋㅋ,,TRUE
스우파보고 댄싱하이까지 보는중,,TRUE
차선책,,TRUE
아래입으로생리혈발싸중이엇음,혐오,TRUE
잠 안 와서 책 폈어ㅓ,,TRUE
마라샹궈에 꿔바로우먹고싶은 날씨다,,TRUE
근데 이제 다 봄,,TRUE
전 애니가수염따거 죄송,,TRUE
블루록 드디어 년도에 애니화,,TRUE
애니 그만 보라고,,TRUE
역사책을 잃어버림 중간 일 전인데,,TRUE
스우파 또 나만 안보는거였구나,,TRUE
한남끌고자니는자민이  맞는말 하네,혐오,TRUE
애니가 있다는데 어디서 볼수있는겨,,TRUE
그럼요 이게임 잡지에도나왔다구요,,TRUE
스우파 채연이 왜 울어,,TRUE
현인상  똑똑하고 냉철한 동생,,TRUE
에휴 진짜 민주당 답 없다,공격적인,TRUE
가을축제,,TRUE
저 이거땜에 알라딘에서 책샀어욬ㅋㅌㅌ,,TRUE
참 미친놈일세민주당은 끝이네에혀,공격적인,TRUE
스우파보고방정리합니다 ㄹㅇ로,,TRUE
박근혜는 양반이라니까,,TRUE
어 글게 노게임 없으면 어케 되는거지,,TRUE
아 오늘 스우파 아 맞다,,TRUE
게임프리크한테 어퍼컷넣는상상,,TRUE
전형적인 한남 죽이는 방법을 찾아보자,혐오,TRUE
보신건 어딘지 모르지만,,TRUE
샌드박스형 게임은 좀 탐나긴 한다,,TRUE
스우파플리ㅋㅋㅋㅋ,,TRUE
오늘 날씨 좋다,,TRUE
돼지 한남,혐오,TRUE
민주당이었음 지금 나라가 디비졌지,공격적인,TRUE
민주당은 이미 통진당으로 변해버림,공격적인,TRUE
스우파 본방 기다리는사람 리트윗,,TRUE
그냥 스우파 다음화나 해줬으면,,TRUE
민주당꼴이 이렇게 될줄은,,TRUE
이재명박근혜 구속,,TRUE
스우파나오면깨워주세요,,TRUE
가치,,TRUE
필력은 왜그리 쩌는가,,TRUE
게임 초반 얘기,,TRUE
우행님저는일넘긴게임이업읍니더,,TRUE
스우파 홀리뱅 제인,,TRUE
ㅅㅂ 진보좌파지식인남자 아아,공격적인,TRUE
노엘도 쫩빨아먹고가기,,TRUE
확실하게 저 조사로 입증 된듯,,TRUE
옃에 십이한남 서 잇는데 너무 역겨워,혐오,TRUE
혹시 이거 밀리 애니 인가요,,TRUE
부러운데 난 걍 초딩한남임,혐오,TRUE
오늘 스우파 안해 안 돼ㅠㅠ,,TRUE
한남이 이름값하네 우개빡치네,혐오,TRUE
스우파 보다가 태프된거 같음 하,,TRUE
구판 애니요ㅋㅋㅋ,,TRUE
오늘 스우파 케이콘 하는날,,TRUE
헤으응 한남도 아니구,혐오,TRUE
문재인님 트친해주세여,,TRUE
스우파 이틀 전 인생 살맛나기시작함,,TRUE
오늘스우파데이냐 황망하구만 여러모로,,TRUE
힐링게임업나요좀하고싶어서 ㅎㅎ,,TRUE
민주당 계열 이상민을 어째스까,,TRUE
ㅠ집안일이취미일지도모루좐아요,,TRUE
어징오 게임때문에 ㅋㅋㅋㅋㅋㅋㅋ,,TRUE
게임좀만 해야지터덜,,TRUE
캐이콘 스우파 나온거 보고있엇옹,,TRUE
어떤 애니가 취향이심까,,TRUE
스우파 존나 짧게해,,TRUE
스우파내일나올듯ㄹㅇ,,TRUE
왜 민주당 까지 끌어들이고 질알일까,공격적인,TRUE
믹틀란 게임에 등장하는 아즈텍 사제,,TRUE
스우파 오늘 하는 거니,,TRUE
한남재기해,혐오,TRUE
인터넷에서 배우면 안되는거페미 정치,혐오,TRUE
ㅅㅂ오징어게임ㅋ ㄱㄱㄱㄱㄱ,,TRUE
애니나오면 번 한다,,TRUE
게임디평오오의수호자님아녕하세요,,TRUE
오빛징어 게임 누가 개최 안함,,TRUE
개씨발한남새끼가감히어디서,혐오,TRUE
히오스를 이길 게임은 이 세상에 없다,혐오,TRUE
게임할래 좌증나,,TRUE
여니 등 되고,,TRUE
아시바 나 일베르드 존나 사랑했네,,TRUE
노엘 예쁘다,,TRUE
태일이형 스우파 보고있구나ㅏㅏㅏ,,TRUE
갓애니,,TRUE
반포자이한남더힐이 내 손에,,TRUE
애니툰 회원가입  당신이 원하는대로,,TRUE
나진짜수시에청강게임꼭붙을거야,,TRUE
문재인이 짖습니다 홀로 아리랑,혐오,TRUE
네네,,TRUE
님게임 고만하구디엠바,,TRUE
게임말고 운빨게임을 하라고,,TRUE
승연이두 오징어게임 봤구나 ㅋㅋ,,TRUE
모건 흠 제 키는 네요,,TRUE
례술한남아스벌,혐오,TRUE
간보 참 크다,,TRUE
하 새로운 게임,,TRUE
슢슽 애니 어떻게될지 난 잘 모르겟,,TRUE
좌파야 조은하루 보내 사랑해,혐오,TRUE
멈님 즐추 오늘 모 드셨,,TRUE
스우파 영상 마약이네,,TRUE
스우파 언니들 빨리 보여줘,혐오,TRUE
비혼페미딸랑구를 뭘로 보고,공격적인,TRUE
오호 유명한 애니,,TRUE
부산 기장 일베 스타벅스 말고요,공격적인,TRUE
아 스우파언니들 진짜 너무 좋악,,TRUE
마사지,,TRUE
문재인씨 아가씨세요,혐오,TRUE
또 나만 스우파 안 보지,,TRUE
언제 이렇게 한남더힐이 됏대요,,TRUE
지금날씨에 후집 입으면 더울까,,TRUE
아 오늘 스우파 못 보겠다,,TRUE
계란값까지 날마다 보고받는 분이,,TRUE
한남 연락 끊는법 알려주세요내공,혐오,TRUE
오늘의날씨가내마음과도같다,,TRUE
민주당 대표 바꾸시죠,,TRUE
지고트 페미닌 레이스 드레스 출시,,TRUE
안녕 나 일베야 언니,혐오,TRUE
집가면 오징어게임이나 봐볼까,,TRUE
그만하고 스우파 빨리주세요 케이콘님,,TRUE
나 어플로 독서클럽을 구했어,,TRUE
애니도 저예산 애니의 끝판왕,,TRUE
애니는 너무 옛날에 봐서 정말 기억이,,TRUE
애니 밥이나 먹으러 갈까,,TRUE
이거 종이책으로만 권이야,,TRUE
구글검색 팝콘출전콜톡,,TRUE
진짜 나 빼고 다 스우파 보나봐,,TRUE
저 생각보다 애니 많이 안봐요 여러분,,TRUE
와 스우파 언냐들ㄹ,,TRUE
너 근데 얘네 애니 봤냐,,TRUE
문재인대통령도 원신러라고 하네요,,TRUE
심심해서 스우파 정주행중,,TRUE
앙애니 재밌는데 슬픔,,TRUE
저 한남유충 단어 못봐요,혐오,TRUE
스우파 미공개 대결을 풀어주네 이야,,TRUE
날씨가 추워진다가 맞는 말인가,,TRUE
만남,,TRUE
안철수 재단,,TRUE
그것이 이 게임의 대전제니라,,TRUE
나도 책을 좀 읽어볼까,,TRUE
와 무슨 게임인가요,,TRUE
다미밍 책은 언제준다,,TRUE
장제원 곽상도는 국회의원 사퇴 안 함,,TRUE
실시간게임인기슬롯,,TRUE
선물고마워,,TRUE
어우 책 글씨를 보니 현기증이,,TRUE
ㅅㅂ 어이없다고 진짜 뭔 앙애니급,공격적인,TRUE
애니 추천 받읍니다,,TRUE
헤헤 오징어게임 보는 즁,,TRUE
시작하자마자 할게타령,,TRUE
게임해야지,,TRUE
관악,,TRUE
니니니님들나 제발스우파 봐라 제발,,TRUE
독서댈 산다고 말을 했어야지,,TRUE
아니 한남 새끼가 지랄하노,혐오,TRUE
허허허허샹섕의대명사문재인입니더,혐오,TRUE
페미는 싫지만 개그만화는 좋다 이건가,혐오,TRUE
스우파분부터,,TRUE
스우파 안봐서 웃을 수 없는 인간,,TRUE
아 ㅜㅜ 닉네임읽기 눈치게임 지려,,TRUE
진실게임가장 최근에 읽었던 책은,,TRUE
아섹트한남들자신감지리는거존나꼴받노,혐오,TRUE
ㅠㅠ 스우파 재밌어ㅠ,,TRUE
베이시스 버전이면 틀딱고호경버전이믄 괜츈해욬ㅋㅋㅋㅋ,혐오,TRUE
참 ㅈ같네,공격적인,TRUE
바꿔라,,TRUE
잔불 애니화할 때 님 불러,,TRUE
인게임 귓말친추 전부 괜찮아요,,TRUE
제 게임목록에 이제없어요 ㅋ,,TRUE
설봉공원,,TRUE
셋다 필요한 게임이긴 한데,,TRUE
덕수 이 한남새끼야,혐오,TRUE
한남소추한남소추라는뜻,혐오,TRUE
꽤괜탄ㄹㅊ은데ㅜ애니말고 환율변화,,TRUE
문예창작학과입니다 책을 잘 던집니다,,TRUE
거제만남영덕글래머,,TRUE
독립출판된 책 읽는 부승관 좋다,,TRUE
스우파봐은비야,,TRUE
우기는건 우파의 문제가 아니지않나요,,TRUE
아니 나 게임도 질러야하는데,,TRUE
스우파 기대중,,TRUE
웃긴짤,,TRUE
윰세 애니부분 넘 재밋어,,TRUE
밀리시타 애니보다 더 재밌을지도 몰라,,TRUE
날씨 돌았냐,,TRUE
얘네들은 민주당가장한국힘알바들이죠,,TRUE
나오징어게임마저볼거야히히,,TRUE
ㅁㅈㅇ게임,,TRUE
노엘얘는맨날혹독한 지휘관이네,,TRUE
넷플에 있는 청춘힐링벨애니야 강추강추,,TRUE
애니씹타쿠 되기  오징어게임 보기,,TRUE
박근혜는 대한민국과결혼했으니까요후훗,,TRUE
민주당 제대로 썩었네,,TRUE
이날씨에 무슨생존수영 몸살나사뒤지겟음,,TRUE
원신 애니화 되면룸네는 로 심연임,,TRUE
민주당 법무 장관 이니까,,TRUE
이거봐 메탈우파야 레어야,,TRUE
모닝커피,,TRUE
날씨가 추워지면무조건 와인을 들어야해,,TRUE
수키 가방을 책에 넣고,,TRUE
독서부 아 못 참지ㅋㅋ 문호 가자,,TRUE
남북한의 분단은 한민족의 비극인데,,TRUE
근데애니과제진짜 저것들만없으면 되는데,,TRUE
혁경이 보고싶은데 날씨 제발,,TRUE
쫀아 날씨가 흐리지만 그래도화이팅,,TRUE
아 설마 산다는 책이만화책이었냐구,,TRUE
양산시오피,,TRUE
아 갑자기 극장판 애니 보고싶네 ㅋㅋ,,TRUE
게임에서 내는 숙제는 개열심히하고,,TRUE
좌파빨갱이새끼야,혐오,TRUE
민주당은 이재명을 버려라,,TRUE
한남돌 발언 주의 부탁드려요,,TRUE
이노무 문재인이가 동네북이가,혐오,TRUE
나랑 애니 보자 후훟,,TRUE
마음,,TRUE
엔딩 둘 게임오버 둘 다 봤다,,TRUE
오늘 스우파하는날이야,,TRUE
화장품,,TRUE
민주당이 살 길 민주당 결단하라,,TRUE
나 스우파 보고 자면 시인데 봐 참아,,TRUE
밖에선 다들 오징어게임 겁나 잘보더라,,TRUE
한국팬미팅,,TRUE
스우파 그만 보는 법 알려주실분,,TRUE
시발근데 개 틀딱이 쓴거같네 ㅋㅋㅋㅋ,혐오,TRUE
체인소맨 애니 ㄴㅁ 기대되,,TRUE
ㅋㅋㅋㅋㅋㅋㅋㅋ그책의 묘미죠,,TRUE
출자금인가 뭔가,,TRUE
애니좀그만봐,,TRUE
돌려말하는아가씨문재인트윗,,TRUE
가만보면 하는말이 걍한남과다름없음,혐오,TRUE
난이기지 못하는 게임은 안 하거든,,TRUE
날씨짅ㄱㅋ짜ㅋ그지ㅋㅋ같ㅋ다ㅋㄱ,,TRUE
그건 게임을 통해 확인해보세요,,TRUE
애니를 못해요,,TRUE
내새끼들을지금 애니로지금,,TRUE
비키니,,TRUE
게임도있었네,,TRUE
오늘도못생긴한남한테분노적립,혐오,TRUE
화석발굴 책에서 봤어,,TRUE
애니만봐,,TRUE
박근혜 남자 버전,,TRUE
국힘당 조중동과 제휴한 낙파들,,TRUE
스우파 과몰입 ㄹㅈㄷㅋㅋㅋ,,TRUE
어떤 한국어 책이에요,,TRUE
헐 미친 도라인가 스우파안봄아 빡침,공격적인,TRUE
